Country Initials	Organisation	Network	PPCI&N	Abrev. Net. Name	Net. Type	MCC	MNC	SIM	"Last Update				"
IND	Telewings Communications Services Private Limited	uninor	IN UNITECH	UNITECH	GSM 1800	405	929	8962	"2015-03-11				"
IND	Telewings Communications Services Private Limited	uninor	IN UNITECH	UNITECH	GSM 1800	405	927	8962	"2015-03-11				"
IND	Telewings Communications Services Private Limited	uninor	IN UNITECH	UNITECH	GSM 1800	405	879	8962	"2015-03-11				"
IND	Telewings Communications Services Private Limited	uninor	IN UNITECH	UNITECH	GSM 1800	405	818	8962	"2015-03-11				"
IND	Telewings Communications Services Private Limited	uninor	IN UNITECH	UNITECH	GSM 1800	405	876	8962	"2015-03-11				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	831	8991831	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	832	8991832	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	833	8991833	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	830	8991830	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	829	8991829	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	824	8991824	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	825	8991825	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	828	8991828	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	834	8991834	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	835	8991835	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	841	8991841	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	842	8991842	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	843	8991843	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	839	8991839	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	838	8991838	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	836	8991836	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	837	8991837	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	823	8991823	"2014-03-27				"
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	GSM 1800	405	827	8991827	"2014-03-27				"
IND	Vodafone India Limited	Vodafone - Andhra Pradesh	Vodafone IN	Vodafone	GSM 1800	404	13	899113	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Chennai	Vodafone IN	Vodafone	GSM 1800	404	84	899184	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Delhi	Vodafone IN	Vodafone	GSM 1800	404	11	899111	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Delhi	Vodafone IN	Vodafone	GSM 900	404	11	899111	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Gujarat	Vodafone IN	Vodafone	GSM 900	404	05	899105	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Haryana	Vodafone IN	Vodafone	GSM 900	404	01	8991010	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Karnataka	Vodafone IN	Vodafone	GSM 1800	404	86	899186	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Kerala	Vodafone IN	Vodafone	GSM 900	404	46	899146	"2007-09-05				"
IND	Vodafone India Limited	Vodafone - Kolkata	Vodafone IN	Vodafone	GSM 900	404	030	899130	"2012-07-05				"
IND	Vodafone India Limited	Vodafone - Maharashtra & Goa	Vodafone IN	Vodafone	GSM 900	404	27	899127	"2012-07-05				"
IND	Vodafone India Limited	Vodafone - Mumbai	Vodafone IN	Vodafone	GSM 1800	404	20	899120	"2012-07-05				"
IND	Vodafone India Limited	Vodafone - Mumbai	Vodafone IN	Vodafone	GSM 900	404	20	899120	"2012-07-05				"
IND	Vodafone India Limited	Vodafone - Punjab	Vodafone IN	Vodafone	GSM 1800	404	88	899188	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Rajasthan	Vodafone IN	Vodafone	GSM 900	404	60	8991600	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - Tamil Nadu	Vodafone IN	Vodafone	GSM 900	404	43	899143	"2012-07-05				"
IND	Vodafone India Limited	Vodafone - UP East	Vodafone IN	Vodafone	GSM 900	404	15	8991150	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - UP West	Vodafone IN	Vodafone	GSM 900	405	66	899166	"2007-08-10				"
IND	Vodafone India Limited	Vodafone - West Bengal	Vodafone IN	Vodafone	GSM 900	405	67	899167	"2007-08-10				"
IND	Vodafone India Limited	Vodafone ASSAM	Vodafone IN	Vodafone	GSM 1800	405	751	8991751	"2008-05-09				"
IND	Vodafone India Limited	Vodafone BIHAR	Vodafone IN	Vodafone	GSM 1800	405	752	8991752	"2008-05-08				"
IND	Vodafone India Limited	Vodafone HIMACHAL PRADESH	Vodafone IN	Vodafone	GSM 1800	405	754	8991754	"2008-05-08				"
IND	Vodafone India Limited	Vodafone JAMMU & KASHMIR	Vodafone IN	Vodafone	GSM 1800	405	750	8991750	"2008-05-12				"
IND	Vodafone India Limited	Vodafone MADHYA PRADESH	Vodafone IN	Vodafone	GSM 1800	405	756	8991756	"2008-05-09				"
IND	Vodafone India Limited	Vodafone NORTHEAST	Vodafone IN	Vodafone	GSM 1800	405	755	8991755	"2008-05-08				"
IND	Vodafone India Limited	Vodafone ORISSA	Vodafone IN	Vodafone	GSM 1800	405	753	8991753	"2008-05-09				"
IRL	Hutchison 3G Ireland Ltd	Hutchison 3G Ireland	3 IRL	3 IRL	3G 2100	272	05	8935305	"2005-03-24				"
IRL	Meteor Mobile Communications Limited	Meteor	IRL - METEOR	METEOR	GSM 1800	272	03	8935303	"2003-02-07				"
IRL	Meteor Mobile Communications Limited	Meteor	IRL - METEOR	METEOR	GSM 900	272	03	8935303	"2003-02-07				"
IRL	Telefónica Ireland Limited	3	3	3	GSM 1800	272	02	8935302	"2015-06-08				"
IRL	Telefónica Ireland Limited	3	3	3	3G 2100	272	02	8935302	"2015-06-08				"
IRL	Telefónica Ireland Limited	3	3	3	GSM 900	272	02	8935302	"2015-06-08				"
IRL	Vodafone Ireland Limited	vodafone	vodafone IE	voda IE	GSM 900	272	01	8935301	"2012-07-05				"
IRL	Vodafone Ireland Limited	vodafone	vodafone IE	voda IE	GSM 1800	272	01	8935301	"2012-07-05				"
IRN	Gostaresh Ertebatat Taliya PJS	Taliya	Iran Taliya	Taliya	GSM 900	432	32	899832	"2005-09-07				"
IRN	Irancell Telecommunications Services Company	MTN Irancell	MTN Irancell	Irancell	GSM 1800	432	35	8998432	"2008-08-05				"
IRN	Irancell Telecommunications Services Company	MTN Irancell	MTN Irancell	Irancell	GSM 900	432	35	8998432	"2008-08-05				"
IRN	Mobile Telecommunication Company of Iran	MCI	IR-TCI	IR-TCI	GSM 1800	432	11	8998110	"2014-03-25				"
IRN	Mobile Telecommunication Company of Iran	MCI	IR-TCI	IR-TCI	GSM 900	432	11	8998110	"2014-03-25				"
IRN	Rightel Communication Services Company PJS	Tamin Telecom	IRN 20	IRN 20	3G 2100	432	20	899820	"2012-07-10				"
IRN	Telecommunication Kish Company (TKC)	TKC	IR KISH	KIFZO	GSM 900	432	14	8909814	"2004-04-16				"
IRQ	Asiacell Communications LLC	Asiacell	ASIACELL	ASIACELL	GSM 900	418	05	8996405	"2012-08-13				"
IRQ	Atheer Telecommunications Iraq Limited	Zain Iraq	IRAQNA	IRAQNA	GSM 900	418	30	8996430	"2003-11-27				"
IRQ	Atheer Telecommunications Iraq Limited	zain IQ	zain IQ	zain IQ	GSM 900	418	20	8996420	"2012-07-05				"
IRQ	Korek Telecom Company	Korek Telecom	KOREK	KOREK	GSM 900	418	40	892140	"2008-09-23				"
ISL	Fjarskipti hf	Vodafone Iceland	Vodafone	Vodafone	GSM 1800	274	02	8935402	"2007-09-28				"
ISL	Fjarskipti hf	Vodafone Iceland	Vodafone	Vodafone	GSM 900	274	02	8935402	"2007-09-28				"
ISL	IMC Ísland ehf.	Viking wireless	Viking	Viking	GSM 1800	274	04	8935404	"2004-04-16				"
ISL	Nova ehf.	NOVA	NOVA IS	NOVA	3G 2100	274	11	8935411	"2007-07-17				"
ISL	Síminn h.f.	NE - On-Waves	On-waves	On-waves	GSM 900	274	08	8935408	"2011-12-22				"
ISL	Síminn h.f.	NE - On-Waves	On-waves	On-waves	GSM 1800	274	08	8935408	"2011-12-22				"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	3G 2100	274	01	8935401	"2012-07-05			"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	GSM 900	274	01	8935401	"2011-12-22		"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	GSM 1800	274	12	8935401	"2011-12-22		"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	GSM 1800	274	01	8935401	"2011-12-22		"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	3G 2100	274	12	8935401	"2012-07-05			"
ISL	Síminn h.f.	Siminn	Siminn	Siminn	GSM 900	274	12	8935401	"2011-12-22		"
ISR	Cellcom Israel Ltd.	Cellcom Israel	Cellcom IL	Cellcom	GSM 1800	425	02	8997202	"2015-02-04				"
ISR	Cellcom Israel Ltd.	Cellcom Israel	Cellcom IL	Cellcom	3G 850	425	02	8997202	"2015-02-04				"
ISR	Cellcom Israel Ltd.	Cellcom Israel	Cellcom IL	Cellcom	3G 2100	425	02	8997202	"2015-02-04				"
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	GSM 900	425	01	8997201	"2014-12-03				"
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	GSM 1800	425	01	8997201	"2014-12-03				"
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	3G 2100	425	01	8997201	"2014-12-03				"
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	3G 2100	425	03	8997250	"2014-10-02				"
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	LTE 1800	425	03	8997250	"2014-10-02				"
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	3G 850	425	03	8997250	"2014-10-02				"
ITA	H3G S.p.A.	H3G	3 ITA	3 ITA	3G 2100	222	99	893999	"2002-10-30				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	GSM 1800	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	GSM 900	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	LTE 800	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	3G 2100	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	LTE 1800	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	TIM	I TIM	TIM	LTE 2600	222	01	893901	"2014-03-20				"
ITA	Telecom Italia SpA	Telecom Italia	TIM@sea	TIM@sea	GSM 1800	901	26		"2014-03-20				"
ITA	Telecom Italia SpA	Telecom Italia	TIM@sea	TIM@sea	GSM 900	901	26		"2014-03-20				"
ITA	Vodafone Omnitel B.V.	vodafone	vodafone IT	voda IT	GSM 1800	222	10	893910	"2004-09-28				"
ITA	Vodafone Omnitel B.V.	vodafone	vodafone IT	voda IT	GSM 900	222	10	893910	"2004-09-28				"
ITA	Wind Telecomunicazioni S.p.A.	Wind Telecomunicazioni SpA	I WIND	I WIND	GSM 900	222	88	893988	"2015-04-28				"
ITA	Wind Telecomunicazioni S.p.A.	Wind Telecomunicazioni SpA	I WIND	I WIND	GSM 1800	222	88	893988	"2015-04-28				"
ITA	Wind Telecomunicazioni S.p.A.	Wind Telecomunicazioni SpA	I WIND	I WIND	3G 2100	222	88	893988	"2015-04-28				"
ITA	Wind Telecomunicazioni S.p.A.	Wind Telecomunicazioni SpA	I WIND	I WIND	LTE 800	222	88	893988	"2015-04-28				"
JAM	Cable & Wireless Jamaica Limited	LIME	LIME	LIME	GSM 1900	338	180	8901018	"2012-05-18				"
JAM	Digicel (Jamaica) Limited	Digicel Jamaica	DIGICEL	DIGICEL	GSM 900	338	050	891050	"2012-09-13				"
JAM	Digicel (Jamaica) Limited	Digicel Jamaica	DIGICEL	DIGICEL	GSM 1800	338	050	891050	"2012-09-13				"
JOR	"Jordan Mobile Telephone Services Company	 Ltd."	Zain JO	Zain JO	Zain JO	GSM 900	416	01	8996201	"2013-02-20			"
JOR	Petra Jordanian Mobile Telecommunications Company (Orange Jordan)	Orange	Orange	OrangeJO	GSM 900	416	77	8996277	"2014-04-17				"
JOR	Umniah Mobile Company	Umniah	UMNIAH	UMNIAH	GSM 1800	416	03	8996203	"2012-07-05				"
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	LTE 2100	440	50	8981300	"2015-05-11				"
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	LTE 2100	440	51	8981300	"2015-05-11				"
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	LTE 800	440	51	8981300	"2015-05-11				"
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	LTE 1500	440	51	8981300	"2015-05-11				"
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	LTE 800	440	50	8981300	"2015-05-11				"
JPN	"NTT Docomo	 Inc."	DOCOMO	JP DOCOMO	DOCOMO	3G 2100	440	10	8981100	"2008-07-30			"
JPN	SoftBank Mobile Corp.	SoftBank	SoftBank	SoftBank	3G 2100	440	20	8981200	"2006-09-01				"
JPN	SoftBank Mobile Corporation	Ymobile	Ymobile	Ymobile	3G 1700	440	00	898100	"2014-07-28				"
KAZ	Joint Stock Company ALTEL	ALTEL	ALTEL	ALTEL	3G 850	401	07	8999707	"2014-08-13				"
KAZ	KaR-Tel LLP	Beeline	Beeline KZ	Beeline	GSM 900	401	01	8999701	"2006-11-22				"
KAZ	Kcell JSC	KCELL	KZ KCELL	KCELL	GSM 900	401	02	8999702	"2012-07-05				"
KAZ	Mobile Telecom-Service LLP	Tele2	Tele2	Tele2	GSM 900	401	77	8999777	"2014-05-07				"
KEN	Airtel Networks Kenya Limited	Airtel	Airtel	Airtel	GSM 1800	639	03	8925403	"2014-07-28				"
KEN	Airtel Networks Kenya Limited	Airtel	Airtel	Airtel	GSM 900	639	03	8925403	"2014-07-28				"
KEN	Safaricom Limited	Safaricom	Safaricom	SAF-COM	GSM 900	639	02	8925402	"2004-04-16				"
KEN	Telkom Kenya Limited	Orange Kenya	GSM Telkom	GSMTKL	GSM 900	639	07	8925407	"2011-09-15				"
KEN	Telkom Kenya Limited	Orange Kenya	GSM Telkom	GSMTKL	GSM 1800	639	07	8925407	"2011-09-15				"
KHM	CamGSM Co.Ltd.	Cellcard	Cellcard	Cellcard	GSM 900	456	01	8985501	"2013-07-19				"
KHM	"Cambodia Advance Communications Co.	 Ltd (CADCOMMS)"	CADCOMMS	CADCOMMS	CADCOMMS	GSM 1800	456	04	8985504	"2012-07-05			"
KHM	"Cambodia Advance Communications Co.	 Ltd (CADCOMMS)"	CADCOMMS	CADCOMMS	CADCOMMS	3G 2100	456	04	8985504	"2012-07-05			"
KHM	"Smart Axiata Co.	 Ltd."	SMART	SMART	SMART	3G 2100	456	05	8985505	"2015-05-06			"
KHM	"Smart Axiata Co.	 Ltd."	SMART	SMART	SMART	GSM 1800	456	06	8985506	"2015-05-06			"
KHM	"Smart Axiata Co.	 Ltd."	SMART	SMART	SMART	GSM 900	456	06	8985506	"2015-05-06			"
KHM	"Smart Axiata Co.	 Ltd."	SMART	SMART	SMART	LTE 1800	456	06	8985506	"2015-05-06			"
KHM	Sotelco Ltd.	Beeline-KH	Beeline KH	Beeline	GSM 900	456	09	"8985509090	 8985509081"	"2011-09-15			"
KHM	Sotelco Ltd.	Beeline-KH	Beeline KH	Beeline	GSM 1800	456	09	"8985509090	 8985509081"	"2011-09-15			"
KHM	"South East Asia Telecom (Cambodia) Co.	 Ltd"	SEATEL CAMBODIA	SEATEL	SEATEL	LTE 850	456	11	8985511	"2015-02-09			"
KHM	"Viettel (Cambodia) Pte.	 Ltd."	Metfone	Metfone	Metfone	GSM 900	456	08	8985508	"2012-07-05			"
KHM	"Viettel (Cambodia) Pte.	 Ltd."	Metfone	Metfone	Metfone	GSM 1800	456	08	8985508	"2012-07-05			"
KNA	Cable & Wireless St Kitts & Nevis Limited	LIME	LIME	LIME	GSM 850	356	110	8901020	"2012-05-18				"
KNA	Cable & Wireless St Kitts & Nevis Limited	LIME	LIME	LIME	GSM 1900	356	110	8901020	"2012-05-18				"
KOR	KT Corporation	KT	KT	KT	3G 2100	450	08	"8945002	 8945008"	"2009-06-26			"
KOR	KT Corporation	KT	KT	KT	3G 2100	450	02	"8945002	 8945008"	"2009-06-26			"
KOR	"LG Uplus	 Corp."	LG Uplus Corp	KOR LG Uplus	LG U+	LTE 2100	450	06	898206	"2012-11-07			"
KOR	"LG Uplus	 Corp."	LG Uplus Corp	KOR LG Uplus	LG U+	LTE 800	450	06	898206	"2012-11-07			"
KOR	"SK Telecom Co.	 Ltd."	SK Telecom	KOR SK Telecom	SKT	3G 2100	450	05	898205	"2005-03-14			"
KWT	Kuwait Telecom Company (K.S.C.)	VIVA KUWAIT	"KT	 VIVA"	VIVA	3G 1900	419	04	8996504	"2012-02-21			"
KWT	Kuwait Telecom Company (K.S.C.)	VIVA KUWAIT	"KT	 VIVA"	VIVA	GSM 900	419	04	8996504	"2012-03-26			"
KWT	Kuwait Telecom Company (K.S.C.)	VIVA KUWAIT	"KT	 VIVA"	VIVA	GSM 1800	419	04	8996504	"2012-03-26			"
KWT	Mobile Telecommunications Company	zain KW	Zain KW	zain KW	GSM 900	419	02	899659	"2012-07-05				"
KWT	Mobile Telecommunications Company	zain KW	Zain KW	zain KW	GSM 1800	419	02	899659	"2012-07-05				"
KWT	Mobile Telecommunications Company	zain KW	Zain KW	zain KW	3G 2100	419	02	899659	"2012-07-05				"
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	GSM 1800	419	03	8996503	"2014-06-09				"
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	LTE 1800	419	03	8996503	"2014-06-09				"
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	GSM 900	419	03	8996503	"2014-06-09				"
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	3G 2100	419	03	8996503	"2014-06-09				"
LAO	ETL Public Company 	ETL MOBILE	ETL MOBILE NETWORK	ETLMNW	GSM 900	457	02	8945702	"2015-04-07				"
LAO	ETL Public Company 	ETL MOBILE	ETL MOBILE NETWORK	ETLMNW	3G 2100	457	02	8945702	"2015-04-07				"
LAO	"Lao Telecommunications Co.	 Ltd."	LAO TELECOMMUNICATIONS	LAO GSM	LAO GSM	GSM 900	457	01		"2014-09-16			"
LAO	Star Telecom Company Limited (STL) 	LAT	Unitel	UNITEL	GSM 1800	457	03	8945703	"2012-07-05				"
LAO	Star Telecom Company Limited (STL) 	LAT	Unitel	UNITEL	GSM 900	457	03	8945703	"2012-07-05				"
LAO	VimpelCom Lao Company Ltd.	Beeline	TIGO LAO	TIGO	GSM 900	457	08	8985608	"2009-09-20				"
LAO	VimpelCom Lao Company Ltd.	Beeline	TIGO LAO	TIGO	GSM 1800	457	08	8985608	"2009-09-20				"
LBN	Mobile Interim Company 1 (MIC1)	Alfa	alfa	alfa	GSM 900	415	01	8996101	"2004-11-11				"
LBN	Ogero Telecom	Ogero Mobile (OM)	LBN OGERO Mobile	OM	GSM 900	415	05	8996105	"2008-04-21				"
LBR	"Cellcom Telecommunications	 Inc."	Cellcom	Celcom	Celcom	3G 2100	618	07	8923103	"2015-04-28			"
LBR	"Cellcom Telecommunications	 Inc."	Cellcom	Celcom GSM	Celcom	GSM 1800	618	07	8923103	"2015-04-28			"
LBR	"Cellcom Telecommunications	 Inc."	Cellcom	Celcom GSM	Celcom	GSM 900	618	07	8923103	"2015-04-28			"
LBR	Lonestar Communications Corporation	Lonestar Cell	LBR Lonestar Cell	LoneStar	GSM 900	618	01	8923101	"2012-03-05				"
LBY	Al Madar Al Jadeed	MADAR	Al Madar	Al Madar	GSM 900	606	01	8921801	"2010-03-10				"
LBY	Libyana Mobile Phone 	Libyana Mobile Phone	Libyana	L	GSM 900	606	00	89218000	"2012-07-05				"
LCA	Cable & Wireless (St. Lucia) Limited	LIME	LIME	LIME	GSM 850	358	110	8901021	"2012-05-18				"
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	GSM 900	358	050		"2004-11-05				"
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	GSM 1800	358	050		"2004-11-05				"
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	GSM 1900	358	050		"2004-11-05				"
LIE	Salt (Liechtenstein) AG	Liechtenstein	Liechtenstein	Salt	LTE 1800	295	02	8942302	"2015-04-28				"
LIE	Salt (Liechtenstein) AG	Liechtenstein	Liechtenstein	Salt	3G 2100	295	02	8942302	"2015-04-28				"
LIE	Salt (Liechtenstein) AG	Liechtenstein	Liechtenstein	Salt	GSM 900	295	02	8942302	"2015-04-28				"
LIE	Salt (Liechtenstein) AG	Liechtenstein	Liechtenstein	Salt	GSM 1800	295	02	8942302	"2015-04-28				"
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	GSM 1800	295	01	894101	"2012-09-12				"
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	GSM 900	295	01	894101	"2012-09-12				"
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	3G 2100	295	01	894101	"2013-02-20				"
LIE	Telecom Liechtenstein AG	FL1	FL1	FL1	GSM 900	295	05	8942305	"2002-10-10				"
LIE	Telecom Liechtenstein AG	FL1	FL1	FL1	3G 2100	295	05	8942305	"2007-03-20				"
LIE	Telecom Liechtenstein AG	FL1	FL1	FL1	GSM 1800	295	05	8942305	"2002-10-10				"
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	GSM 900	413	05	899405	"2014-04-17				"
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	3G 2100	413	05	899405	"2014-04-17				"
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	GSM 1800	413	05	899405	"2014-04-17				"
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	LTE 1800	413	02	899402	"2015-01-13				"
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	GSM 900	413	02	899402	"2015-01-13				"
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	GSM 1800	413	02	899402	"2015-01-13				"
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	3G 2100	413	02	899402	"2015-01-13				"
LKA	ETISALAT Lanka (Private) Limited	ETISALAT	SRI Etisalat	Etisalat	GSM 900	413	03	899403	"2010-03-19				"
LKA	ETISALAT Lanka (Private) Limited	ETISALAT	SRI Etisalat	Etisalat	GSM 1800	413	03	899403	"2010-03-19				"
LKA	Hutchison Telecommunications Lanka (Pvt) Ltd	Hutchison Telecommunications Lanka (Pte)	Hutch	Hutch	GSM 900	413	08	899408	"2004-11-30				"
LKA	Hutchison Telecommunications Lanka (Pvt) Ltd	Hutchison Telecommunications Lanka (Pte)	Hutch	Hutch	GSM 1800	413	08	899408	"2004-11-30				"
LKA	Mobitel (Pvt) Limited	Mobitel	Mobitel LK	Mobitel	3G 2100	413	01	899401	"2015-04-30				"
LKA	Mobitel (Pvt) Limited	Mobitel	Mobitel LK	Mobitel	LTE 1800	413	01	899401	"2015-04-30				"
LKA	Mobitel (Pvt) Limited	Mobitel	Mobitel LK	Mobitel	GSM 1800	413	01	899401	"2015-04-30				"
LKA	Mobitel (Pvt) Limited	Mobitel	Mobitel LK	Mobitel	GSM 900	413	01	899401	"2015-04-30				"
LSO	Econet Telecom Lesotho (Pty) Ltd (ETL)	Econet Telecom Lesotho (Pty) Ltd	LS-ETL	ETL	GSM 900	651	02	8926602	"2012-03-05				"
LTU	Omnitel	OMNITEL	OMNITEL LT	OMT	GSM 900	246	01	8937001	"2003-02-07				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	GSM 1800	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	LTE 1800	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	3G 900	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	LTE 2600	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	GSM 900	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	3G 2100	246	02	8937002	"2015-04-30				"
LTU	UAB Bitė Lietuva	BITE GSM	LT BITE GSM	BITE	LTE 800	246	02	8937002	"2015-04-30				"
LTU	UAB Tele2	TELE2	Tele2 LT	Tele2 LT	GSM 900	246	03	8937003	"2010-03-30				"
LTU	UAB Tele2	TELE2	Tele2 LT	Tele2 LT	GSM 1800	246	03	8937003	"2010-03-30				"
LUX	Entreprise des Postes et Télécommunications	POST	POST	POST	3G 2100	270	01	8935201	"2015-02-04				"
LUX	Entreprise des Postes et Télécommunications	POST	POST	POST	LTE 800	270	01	8935201	"2015-02-04				"
LUX	Entreprise des Postes et Télécommunications	POST	POST	POST	LTE 1800	270	01	8935201	"2015-02-04				"
LUX	Entreprise des Postes et Télécommunications	POST	POST	POST	GSM 900	270	01	8935201	"2015-02-04				"
LUX	Entreprise des Postes et Télécommunications	POST	POST	POST	GSM 1800	270	01	8935201	"2015-02-04				"
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	3G 2100	270	99	8935299	"2009-10-05				"
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	GSM 1800	270	99	8935299	"2009-10-05				"
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	GSM 900	270	99	8935299	"2009-10-05				"
